Date,HUA_clinecenter,SBUX_clinecenter,TIK_clinecenter,HUA_brandwatch,SBUX_brandwatch,TIK_brandwatch,HUA_clinecenter_21D,HUA_clinecenter_50D,HUA_clinecenter_100D,HUA_clinecenter_200D,SBUX_clinecenter_21D,SBUX_clinecenter_50D,SBUX_clinecenter_100D,SBUX_clinecenter_200D,TIK_clinecenter_21D,TIK_clinecenter_50D,TIK_clinecenter_100D,TIK_clinecenter_200D,HUA_brandwatch_21D,HUA_brandwatch_50D,HUA_brandwatch_100D,HUA_brandwatch_200D,SBUX_brandwatch_21D,SBUX_brandwatch_50D,SBUX_brandwatch_100D,SBUX_brandwatch_200D,TIK_brandwatch_21D,TIK_brandwatch_50D,TIK_brandwatch_100D,TIK_brandwatch_200D
2020-05-11,-0.833,1.053,2.541,0.666,2.709,1.004,-0.571,-0.127,-0.019,0.405,0.134,0.191,0.136,0.725,2.210,1.794,1.084,1.270,-1.149,-1.354,-1.582,-1.464,0.480,-0.038,-0.133,0.028,1.090,1.550,1.819,1.853
2020-05-10,0.000,-0.625,2.419,-1.190,0.027,0.935,-0.545,-0.060,-0.004,0.420,0.132,0.133,0.096,0.731,2.149,1.736,1.069,1.266,-1.336,-1.389,-1.610,-1.476,0.323,-0.075,-0.170,0.006,1.020,1.572,1.818,1.853
2020-05-09,-0.714,0.000,3.788,-0.354,1.248,1.157,-0.545,-0.068,-0.004,0.424,0.326,0.153,0.065,0.745,2.098,1.684,1.050,1.269,-1.427,-1.348,-1.626,-1.474,0.283,-0.089,-0.188,0.014,0.991,1.601,1.832,1.867
2020-05-08,2.333,0.000,3.269,-0.566,0.859,-0.731,-0.591,-0.036,0.003,0.427,0.279,0.148,0.049,0.755,2.054,1.647,1.010,1.263,-1.569,-1.339,-1.659,-1.472,0.204,-0.160,-0.203,0.030,0.968,1.650,1.838,1.876
2020-05-07,-0.862,0.172,1.875,-1.580,-0.021,2.139,-0.781,-0.105,-0.033,0.426,0.287,0.141,0.037,0.774,1.996,1.585,0.992,1.260,-1.620,-1.313,-1.686,-1.474,0.093,-0.245,-0.209,0.049,1.083,1.704,1.854,1.889
2020-05-06,0.116,-1.429,2.460,-2.318,0.000,1.830,-0.765,-0.077,-0.020,0.426,0.225,0.117,0.013,0.790,1.966,1.541,0.986,1.259,-1.607,-1.306,-1.704,-1.472,0.044,-0.291,-0.199,0.054,1.093,1.673,1.850,1.888
2020-05-05,0.238,-0.479,3.103,-1.769,0.761,0.497,-0.700,-0.046,-0.018,0.430,0.368,0.129,0.043,0.816,1.930,1.499,0.996,1.253,-1.611,-1.296,-1.720,-1.463,0.002,-0.326,-0.190,0.049,1.118,1.655,1.872,1.887
2020-05-04,-0.926,-2.143,2.183,-1.824,1.941,1.010,-0.660,-0.084,-0.031,0.431,0.448,0.117,0.014,0.826,1.862,1.399,0.994,1.239,-1.597,-1.287,-1.729,-1.459,-0.059,-0.380,-0.190,0.055,1.142,1.713,1.901,1.883
2020-05-03,-1.667,1.667,0.238,-0.710,2.176,2.036,-0.695,-0.065,-0.020,0.440,0.664,0.122,0.037,0.843,1.843,1.394,0.968,1.237,-1.641,-1.273,-1.738,-1.444,-0.324,-0.420,-0.206,0.046,1.153,1.759,1.935,1.882
2020-05-02,-1.154,1.000,2.083,-0.384,-0.110,2.526,-0.514,-0.035,-0.032,0.447,0.664,0.076,0.039,0.828,1.922,1.391,0.978,1.242,-1.689,-1.298,-1.746,-1.442,-0.592,-0.451,-0.221,0.033,1.176,1.742,1.931,1.890
2020-05-01,0.714,1.111,2.500,-0.725,1.132,0.725,-0.459,-0.032,-0.042,0.445,0.569,0.017,0.055,0.807,1.915,1.339,0.978,1.235,-1.741,-1.321,-1.776,-1.442,-0.631,-0.442,-0.207,0.029,1.177,1.748,1.912,1.895
2020-04-30,-0.179,0.714,1.778,-0.184,0.064,-1.066,-0.582,-0.069,-0.050,0.451,0.570,-0.021,0.074,0.796,1.838,1.315,0.966,1.227,-1.784,-1.353,-1.778,-1.446,-0.702,-0.472,-0.200,0.023,1.249,1.775,1.915,1.898
2020-04-29,0.161,0.147,1.875,0.388,-0.435,1.062,-0.589,-0.087,-0.063,0.455,0.515,-0.058,0.094,0.794,1.893,1.295,0.983,1.216,-1.806,-1.406,-1.803,-1.458,-0.708,-0.474,-0.205,0.026,1.400,1.829,1.952,1.915
2020-04-28,0.294,-1.875,3.529,-0.636,0.137,2.069,-0.524,-0.104,-0.070,0.452,0.414,-0.120,0.121,0.792,1.860,1.255,0.977,1.216,-1.918,-1.442,-1.808,-1.467,-0.633,-0.459,-0.198,0.039,1.456,1.846,1.982,1.926
2020-04-27,-3.636,-1.346,2.222,-1.336,1.055,1.029,-0.572,-0.056,-0.065,0.445,0.509,-0.101,0.161,0.814,1.755,1.211,0.970,1.200,-1.981,-1.463,-1.811,-1.472,-0.669,-0.460,-0.177,0.050,1.456,1.828,2.000,1.939
2020-04-26,-1.875,0.238,1.429,-2.402,0.511,1.381,-0.391,0.059,-0.027,0.455,0.621,-0.114,0.187,0.827,1.738,1.147,0.961,1.207,-2.058,-1.482,-1.812,-1.469,-0.733,-0.500,-0.156,0.055,1.504,1.853,2.013,1.958
2020-04-25,-3.000,1.000,2.419,-1.505,-0.502,1.450,-0.275,0.119,-0.002,0.456,0.576,-0.172,0.202,0.823,1.725,1.072,0.966,1.204,-2.070,-1.492,-1.816,-1.463,-0.716,-0.522,-0.149,0.057,1.560,1.891,2.014,1.973
2020-04-24,0.714,2.500,2.632,-0.572,0.690,0.382,-0.053,0.169,0.036,0.481,0.488,-0.224,0.214,0.821,1.689,1.021,0.969,1.203,-2.136,-1.520,-1.824,-1.456,-0.720,-0.523,-0.128,0.070,1.619,1.936,2.012,1.975
2020-04-23,-0.238,0.862,2.091,-2.422,-0.062,1.127,-0.034,0.163,0.029,0.490,0.330,-0.297,0.206,0.812,1.678,0.968,0.968,1.202,-2.238,-1.578,-1.840,-1.462,-0.742,-0.546,-0.134,0.071,1.667,1.978,2.023,1.981
2020-04-22,-1.000,-0.385,0.833,-2.135,-0.359,1.376,0.032,0.160,0.022,0.487,0.219,-0.307,0.215,0.821,1.640,0.922,0.981,1.196,-2.249,-1.557,-1.837,-1.452,-0.663,-0.525,-0.128,0.072,1.680,2.007,1.998,1.985
2020-04-21,-0.476,0.636,1.143,-2.565,-1.740,0.957,0.100,0.186,0.047,0.500,0.269,-0.244,0.219,0.834,1.659,0.924,1.016,1.188,-2.260,-1.547,-1.844,-1.442,-0.627,-0.514,-0.118,0.080,1.679,2.009,1.984,1.989
2020-04-20,-0.294,1.000,1.250,-3.262,-0.595,-0.466,0.119,0.196,0.039,0.510,0.272,-0.200,0.221,0.836,1.631,0.897,1.036,1.180,-2.248,-1.512,-1.828,-1.433,-0.530,-0.496,-0.106,0.093,1.704,1.989,1.998,1.987
2020-04-19,0.000,3.462,1.364,-3.114,-0.805,0.326,0.060,0.235,0.054,0.509,0.259,-0.260,0.238,0.829,1.640,0.846,1.007,1.195,-2.180,-1.416,-1.816,-1.416,-0.465,-0.488,-0.116,0.094,1.781,2.016,2.025,2.002
2020-04-18,-1.667,-1.000,2.857,-3.321,-0.405,0.670,-0.135,0.268,0.053,0.520,0.041,-0.322,0.231,0.817,1.643,0.830,0.993,1.203,-2.196,-1.361,-1.811,-1.393,-0.433,-0.460,-0.111,0.102,1.917,2.052,2.046,2.023
2020-04-17,-1.667,0.172,2.059,-1.648,-1.476,1.692,-0.086,0.300,0.088,0.526,0.070,-0.329,0.266,0.822,1.558,0.794,0.989,1.181,-2.074,-1.324,-1.783,-1.366,-0.433,-0.438,-0.114,0.112,2.000,2.087,2.073,2.043
2020-04-16,-0.517,-1.125,1.232,-1.296,-1.059,2.335,0.076,0.356,0.123,0.530,0.062,-0.337,0.282,0.828,1.510,0.747,0.986,1.185,-1.843,-1.300,-1.770,-1.353,-0.354,-0.401,-0.086,0.122,2.039,2.065,2.049,2.056
2020-04-15,1.471,1.571,1.719,-2.412,-0.870,2.359,0.158,0.432,0.138,0.533,0.140,-0.319,0.327,0.847,1.483,0.722,0.988,1.185,-1.593,-1.291,-1.754,-1.345,-0.323,-0.415,-0.076,0.117,2.051,2.051,2.069,2.059
2020-04-14,1.087,1.207,1.667,-1.475,-0.536,1.010,0.139,0.460,0.152,0.529,0.124,-0.321,0.333,0.850,1.436,0.702,0.996,1.176,-1.479,-1.253,-1.743,-1.335,-0.276,-0.411,-0.072,0.115,2.028,2.071,2.087,2.059
2020-04-13,-1.667,2.391,1.774,-2.751,-3.620,1.223,0.201,0.421,0.177,0.529,0.103,-0.312,0.331,0.859,1.406,0.672,0.988,1.185,-1.391,-1.292,-1.735,-1.330,-0.290,-0.365,-0.060,0.117,2.082,2.099,2.109,2.071
2020-04-12,2.143,1.667,1.897,-1.707,-3.455,2.520,0.423,0.449,0.207,0.536,-0.045,-0.332,0.331,0.853,1.398,0.692,0.969,1.191,-1.158,-1.287,-1.709,-1.316,-0.124,-0.257,-0.028,0.141,2.165,2.103,2.131,2.081
2020-04-11,0.000,-1.000,1.944,-1.475,-0.927,2.549,0.440,0.432,0.212,0.528,-0.213,-0.326,0.292,0.854,1.291,0.684,0.954,1.197,-1.126,-1.289,-1.713,-1.309,0.081,-0.138,0.004,0.158,2.146,2.071,2.122,2.072
2020-04-10,-1.875,1.129,0.893,-1.626,-0.356,2.249,0.422,0.454,0.224,0.546,-0.146,-0.249,0.296,0.878,1.190,0.651,0.955,1.190,-1.016,-1.296,-1.693,-1.301,0.093,-0.067,0.012,0.153,2.137,2.048,2.092,2.057
2020-04-09,-0.333,-0.439,2.925,-0.652,-0.055,2.107,0.553,0.458,0.246,0.560,-0.211,-0.268,0.294,0.886,1.239,0.672,0.976,1.193,-0.935,-1.297,-1.680,-1.294,0.002,-0.136,0.011,0.147,2.203,2.060,2.042,2.053
2020-04-08,1.538,-1.970,1.173,-1.965,1.145,2.230,0.516,0.436,0.279,0.573,-0.209,-0.246,0.317,0.908,1.109,0.618,0.946,1.179,-0.868,-1.333,-1.682,-1.283,-0.160,-0.216,0.012,0.151,2.196,2.058,2.011,2.057
2020-04-07,-0.714,0.122,1.338,-1.953,-0.636,2.066,0.469,0.399,0.291,0.574,-0.164,-0.226,0.369,0.937,1.038,0.613,0.935,1.179,-0.834,-1.336,-1.650,-1.272,-0.323,-0.261,-0.020,0.150,2.117,2.029,2.011,2.062
2020-04-06,0.161,1.000,1.852,-2.951,-0.290,2.031,0.583,0.362,0.315,0.588,-0.210,-0.252,0.394,0.949,0.991,0.612,0.935,1.165,-0.827,-1.358,-1.647,-1.257,-0.378,-0.239,-0.021,0.155,2.063,2.040,2.003,2.066
2020-04-05,0.556,-0.714,1.154,-2.664,0.878,2.569,0.496,0.334,0.325,0.595,-0.309,-0.230,0.402,0.949,0.811,0.600,0.943,1.175,-0.750,-1.367,-1.646,-1.241,-0.455,-0.215,-0.000,0.160,2.128,2.082,2.011,2.077
2020-04-04,1.667,-0.833,1.667,-2.896,-0.597,2.696,0.469,0.279,0.348,0.596,-0.364,-0.164,0.403,0.959,0.848,0.611,0.952,1.170,-0.676,-1.386,-1.648,-1.226,-0.500,-0.176,0.017,0.157,2.163,2.102,1.984,2.071
2020-04-03,1.111,-0.814,2.403,-2.699,0.248,1.382,0.383,0.202,0.352,0.596,-0.355,-0.098,0.436,0.978,0.774,0.621,0.944,1.175,-0.631,-1.397,-1.629,-1.209,-0.442,-0.136,0.019,0.162,2.092,2.094,1.973,2.057
2020-04-02,1.154,-1.471,1.296,-2.671,1.578,1.406,0.281,0.182,0.368,0.602,-0.408,-0.032,0.474,0.984,0.634,0.583,0.950,1.177,-0.575,-1.404,-1.616,-1.194,-0.438,-0.097,0.006,0.161,2.159,2.119,1.979,2.055
2020-04-01,0.429,0.652,1.222,-2.365,0.410,1.341,0.174,0.171,0.377,0.606,-0.376,0.034,0.475,1.003,0.634,0.542,0.962,1.187,-0.559,-1.402,-1.616,-1.183,-0.530,-0.157,-0.001,0.152,2.193,2.161,1.988,2.066
2020-03-31,-0.075,0.714,0.556,-2.311,0.297,1.480,0.100,0.130,0.391,0.614,-0.462,0.056,0.460,1.009,0.614,0.542,0.950,1.196,-0.581,-1.396,-1.612,-1.173,-0.551,-0.244,-0.009,0.152,2.205,2.219,1.996,2.075
2020-03-30,-1.552,0.714,1.444,-1.830,0.765,1.157,0.072,0.094,0.401,0.618,-0.637,0.096,0.458,1.017,0.582,0.544,0.953,1.204,-0.538,-1.381,-1.605,-1.154,-0.549,-0.323,0.003,0.150,2.227,2.235,2.017,2.088
2020-03-29,-4.091,-1.111,1.429,-3.451,-0.134,3.193,0.274,0.138,0.432,0.627,-0.715,0.169,0.444,1.031,0.576,0.548,0.963,1.214,-0.531,-1.406,-1.619,-1.145,-0.582,-0.384,-0.018,0.148,2.228,2.281,2.050,2.100
2020-03-28,-0.625,-0.385,1.071,-0.753,-0.408,2.410,0.569,0.219,0.485,0.647,-0.757,0.222,0.446,1.037,0.461,0.540,0.971,1.204,-0.476,-1.398,-1.629,-1.139,-0.621,-0.388,-0.017,0.145,2.184,2.280,2.059,2.079
2020-03-27,1.727,0.000,1.047,3.199,0.198,2.503,0.652,0.210,0.495,0.648,-0.865,0.233,0.479,1.041,0.299,0.518,0.993,1.215,-0.580,-1.434,-1.646,-1.152,-0.631,-0.340,-0.035,0.144,2.224,2.242,2.072,2.077
2020-03-26,1.207,0.517,0.676,3.954,-0.420,2.587,0.546,0.147,0.479,0.648,-0.940,0.217,0.499,1.028,0.244,0.538,0.996,1.202,-0.870,-1.522,-1.704,-1.179,-0.665,-0.290,-0.063,0.145,2.281,2.152,2.049,2.071
2020-03-25,1.071,1.234,0.735,-0.020,0.124,1.883,0.509,0.150,0.460,0.640,-1.021,0.199,0.494,1.011,0.210,0.533,0.989,1.213,-1.223,-1.647,-1.763,-1.203,-0.666,-0.226,-0.068,0.147,2.277,2.105,2.028,2.075
2020-03-24,2.391,0.758,1.032,0.372,-0.832,2.136,0.439,0.130,0.455,0.638,-1.061,0.150,0.485,1.015,0.165,0.470,0.999,1.223,-1.286,-1.684,-1.768,-1.204,-0.627,-0.224,-0.087,0.150,2.311,2.078,2.047,2.087
2020-03-23,3.000,-0.714,1.596,2.148,-0.142,2.966,0.340,0.099,0.446,0.630,-0.966,0.116,0.513,1.028,0.161,0.440,0.999,1.225,-1.383,-1.739,-1.765,-1.211,-0.576,-0.202,-0.073,0.164,2.278,2.089,2.074,2.092
2020-03-21,2.500,-1.866,-0.333,-1.043,0.854,2.119,0.197,0.089,0.428,0.624,-0.797,0.081,0.553,1.038,0.076,0.375,1.010,1.235,-1.524,-1.810,-1.803,-1.228,-0.612,-0.228,-0.051,0.170,2.135,2.087,2.090,2.087
2020-03-20,-0.385,0.405,-0.185,0.838,-0.683,2.361,0.158,0.053,0.398,0.613,-0.803,0.060,0.607,1.064,0.030,0.403,1.021,1.229,-1.402,-1.831,-1.814,-1.230,-0.661,-0.264,-0.057,0.170,2.077,2.063,2.086,2.091
2020-03-19,0.882,-0.238,1.923,0.086,-2.268,3.633,0.255,0.060,0.387,0.625,-0.806,-0.022,0.623,1.083,0.064,0.415,1.042,1.238,-1.458,-1.905,-1.843,-1.239,-0.599,-0.286,-0.052,0.174,2.064,2.063,2.078,2.092
2020-03-18,-1.111,-0.385,0.185,0.739,-3.439,1.967,0.209,0.042,0.393,0.626,-0.858,-0.051,0.622,1.093,0.024,0.372,1.042,1.230,-1.533,-1.979,-1.846,-1.238,-0.459,-0.246,-0.035,0.189,2.007,2.026,2.052,2.085
2020-03-17,0.556,-1.033,-0.312,-1.234,-2.278,0.570,0.317,0.038,0.384,0.635,-0.851,-0.066,0.645,1.112,0.000,0.398,1.032,1.233,-1.589,-2.059,-1.854,-1.249,-0.276,-0.172,-0.020,0.219,1.943,2.003,2.059,2.086
2020-03-16,1.667,-0.833,0.357,-1.806,-1.793,0.930,0.448,0.036,0.371,0.629,-0.813,-0.090,0.697,1.131,0.015,0.431,1.077,1.239,-1.570,-2.102,-1.843,-1.249,-0.252,-0.107,-0.001,0.233,1.994,2.028,2.089,2.101
2020-03-15,-1.667,-1.083,-1.923,-1.343,-1.906,3.408,0.505,0.011,0.364,0.620,-0.703,-0.043,0.717,1.133,0.032,0.493,1.090,1.241,-1.508,-2.144,-1.798,-1.244,-0.199,-0.053,0.023,0.243,2.108,2.090,2.106,2.108
2020-03-14,0.000,-1.875,1.923,-1.101,-0.073,3.298,0.543,0.023,0.384,0.630,-0.572,-0.088,0.753,1.150,0.131,0.589,1.097,1.265,-1.608,-2.170,-1.801,-1.240,-0.023,-0.001,0.048,0.258,2.060,2.088,2.098,2.100
2020-03-13,-0.143,-0.645,0.106,-1.968,0.625,1.206,0.529,0.026,0.381,0.637,-0.418,-0.048,0.800,1.180,0.172,0.543,1.086,1.259,-1.676,-2.203,-1.813,-1.245,0.064,0.009,0.054,0.258,1.972,2.112,2.083,2.101
2020-03-12,-1.034,-1.915,-0.538,-1.515,0.324,2.793,0.597,-0.029,0.380,0.642,-0.292,0.003,0.813,1.188,0.238,0.565,1.084,1.271,-1.667,-2.195,-1.809,-1.241,0.152,0.009,0.050,0.245,1.957,2.121,2.082,2.115
2020-03-11,-1.098,-0.806,1.308,-2.332,-0.355,2.109,0.700,-0.051,0.394,0.641,-0.066,0.092,0.858,1.210,0.277,0.618,1.096,1.282,-1.682,-2.232,-1.823,-1.242,0.263,0.028,0.035,0.234,1.892,2.076,2.064,2.114
2020-03-10,-1.111,-1.154,0.806,-2.836,-0.017,1.603,0.671,-0.032,0.387,0.656,-0.018,0.169,0.884,1.221,0.308,0.618,1.075,1.289,-1.650,-2.204,-1.806,-1.240,0.099,0.072,0.047,0.225,1.927,2.055,2.055,2.111
2020-03-09,-0.676,-2.955,-0.116,-1.393,0.325,1.945,0.656,-0.039,0.412,0.661,0.069,0.246,0.909,1.238,0.280,0.670,1.092,1.291,-1.633,-2.200,-1.787,-1.233,-0.094,0.064,0.041,0.221,1.946,2.075,2.050,2.109
2020-03-08,2.692,-0.926,1.316,-1.696,0.069,1.162,0.675,-0.036,0.419,0.666,0.162,0.362,0.925,1.263,0.329,0.699,1.113,1.304,-1.666,-2.175,-1.789,-1.227,-0.161,0.062,0.023,0.224,1.890,2.118,2.040,2.105
2020-03-07,2.097,-1.988,-1.000,-2.289,-0.942,2.266,0.423,-0.073,0.394,0.667,0.150,0.423,0.947,1.283,0.329,0.730,1.089,1.297,-1.732,-2.159,-1.775,-1.216,-0.144,0.106,0.024,0.222,1.960,2.172,2.033,2.102
2020-03-06,1.129,-2.658,-2.317,-2.930,-0.619,3.261,0.266,-0.113,0.392,0.656,0.346,0.488,0.975,1.305,0.437,0.775,1.087,1.309,-1.784,-2.143,-1.729,-1.205,-0.055,0.187,0.038,0.226,2.048,2.173,2.026,2.100
2020-03-05,-0.500,-1.575,-0.106,-2.909,-0.523,3.704,0.107,-0.123,0.402,0.649,0.596,0.577,1.025,1.328,0.626,0.860,1.099,1.335,-1.818,-2.140,-1.701,-1.191,0.109,0.224,0.035,0.227,2.063,2.137,1.979,2.103
2020-03-04,0.439,-1.190,-0.056,-3.450,-0.443,2.489,0.026,-0.097,0.428,0.650,0.787,0.652,1.068,1.344,0.735,0.917,1.131,1.356,-1.842,-2.128,-1.686,-1.179,0.201,0.268,0.043,0.228,1.995,2.088,1.933,2.096
2020-03-03,-0.405,0.400,-0.205,-1.348,0.948,2.600,0.010,-0.105,0.442,0.647,0.963,0.709,1.114,1.356,0.762,0.968,1.169,1.364,-1.822,-2.103,-1.674,-1.166,0.326,0.278,0.050,0.232,2.002,2.069,1.892,2.099
2020-03-02,0.309,2.755,0.962,-1.655,0.233,1.454,0.060,-0.116,0.438,0.653,1.031,0.737,1.132,1.365,0.736,1.041,1.206,1.381,-1.882,-2.118,-1.677,-1.158,0.214,0.270,0.042,0.231,2.046,1.989,1.835,2.096
2020-03-01,0.000,2.826,-0.200,-0.828,-0.884,-0.053,-0.033,-0.092,0.425,0.656,0.983,0.682,1.128,1.351,0.750,1.107,1.203,1.362,-1.900,-2.140,-1.682,-1.147,0.016,0.277,0.037,0.228,2.179,1.960,1.824,2.083
2020-02-29,1.667,-2.000,-1.296,1.528,-0.185,0.906,-0.122,-0.117,0.443,0.655,0.977,0.642,1.129,1.348,0.789,1.174,1.223,1.372,-1.936,-2.143,-1.701,-1.130,-0.116,0.285,0.039,0.215,2.290,2.008,1.834,2.084
2020-02-28,1.667,0.357,0.532,-0.347,0.624,2.095,-0.172,-0.127,0.429,0.644,1.281,0.737,1.171,1.356,0.930,1.167,1.271,1.385,-2.155,-2.216,-1.719,-1.134,-0.218,0.257,0.044,0.198,2.413,2.033,1.847,2.089
2020-02-27,-0.088,-1.329,1.071,-1.470,0.664,2.428,-0.253,-0.163,0.417,0.648,1.337,0.784,1.186,1.364,0.952,1.156,1.291,1.392,-2.283,-2.261,-1.717,-1.118,-0.262,0.237,0.041,0.196,2.460,2.041,1.832,2.087
2020-02-26,1.154,-0.254,-0.306,-0.444,0.401,0.628,-0.300,-0.123,0.406,0.657,1.409,0.861,1.231,1.357,0.901,1.185,1.291,1.389,-2.336,-2.242,-1.718,-1.114,-0.199,0.211,0.040,0.193,2.369,2.060,1.824,2.088
2020-02-25,3.302,-0.217,0.000,-0.838,-1.773,1.637,-0.421,-0.111,0.386,0.658,1.382,0.901,1.271,1.354,1.013,1.224,1.326,1.402,-2.372,-2.240,-1.713,-1.117,-0.090,0.228,0.033,0.190,2.244,2.032,1.855,2.091
2020-02-24,2.867,1.471,0.714,-0.510,-0.664,3.327,-0.515,-0.157,0.375,0.639,1.373,0.972,1.283,1.370,1.034,1.254,1.356,1.421,-2.442,-2.216,-1.712,-1.119,0.128,0.264,0.031,0.200,2.179,2.086,1.886,2.086
2020-02-23,-0.862,1.667,0.161,-3.428,1.780,2.398,-0.648,-0.156,0.358,0.628,1.247,0.988,1.288,1.368,0.884,1.290,1.380,1.422,-2.507,-2.233,-1.707,-1.118,0.170,0.267,0.047,0.200,2.046,2.103,1.900,2.080
2020-02-22,-0.294,1.364,2.778,-2.529,1.746,1.446,-0.567,-0.066,0.388,0.636,1.123,0.974,1.295,1.371,0.855,1.305,1.405,1.419,-2.456,-2.177,-1.684,-1.103,0.097,0.244,0.042,0.181,2.059,2.119,1.903,2.081
2020-02-21,1.286,2.000,1.486,-1.793,2.490,0.903,-0.434,-0.035,0.407,0.637,0.940,0.994,1.300,1.376,0.643,1.246,1.379,1.406,-2.402,-2.131,-1.669,-1.094,-0.054,0.202,0.043,0.158,2.128,2.160,1.923,2.092
2020-02-20,1.133,2.826,0.294,-1.828,2.644,1.414,-0.460,-0.007,0.415,0.632,0.704,0.910,1.305,1.378,0.622,1.224,1.378,1.395,-2.416,-2.136,-1.665,-1.089,-0.219,0.145,0.025,0.146,2.128,2.173,1.955,2.109
2020-02-19,-1.707,0.208,1.957,-1.652,-3.787,2.855,-0.516,-0.006,0.422,0.628,0.394,0.841,1.313,1.378,0.630,1.260,1.389,1.405,-2.465,-2.090,-1.677,-1.087,-0.429,0.091,-0.004,0.126,2.171,2.136,1.952,2.117
2020-02-18,-1.429,0.667,0.208,-2.492,-4.072,1.994,-0.438,0.034,0.468,0.644,0.305,0.856,1.316,1.393,0.525,1.279,1.362,1.407,-2.560,-2.063,-1.683,-1.086,-0.263,0.158,0.046,0.142,2.122,2.025,1.912,2.112
2020-02-17,-0.281,-1.000,0.926,-2.070,-1.096,0.784,-0.431,0.121,0.518,0.654,0.218,0.880,1.339,1.394,0.586,1.275,1.370,1.424,-2.595,-2.031,-1.657,-1.079,-0.055,0.240,0.086,0.170,2.065,1.963,1.891,2.112
2020-02-16,-2.600,-1.190,1.316,-3.100,0.434,2.631,-0.395,0.183,0.518,0.660,0.160,0.964,1.350,1.399,0.604,1.256,1.366,1.428,-2.659,-1.964,-1.638,-1.072,0.044,0.221,0.104,0.182,2.114,1.993,1.889,2.128
2020-02-15,-1.211,2.143,1.250,-3.366,0.932,4.106,-0.253,0.268,0.560,0.686,0.288,1.040,1.388,1.419,0.706,1.258,1.355,1.433,-2.696,-1.935,-1.609,-1.064,0.066,0.198,0.111,0.184,2.180,1.967,1.872,2.136
2020-02-14,-2.196,2.586,1.667,-3.642,2.826,3.580,-0.246,0.317,0.586,0.692,0.028,1.034,1.400,1.418,0.786,1.286,1.342,1.436,-2.664,-1.926,-1.576,-1.057,0.055,0.214,0.115,0.182,2.144,1.940,1.839,2.133
2020-02-13,-2.211,2.447,2.179,-3.429,1.404,2.282,-0.134,0.417,0.612,0.696,-0.090,0.970,1.407,1.421,0.688,1.294,1.325,1.436,-2.620,-1.909,-1.557,-1.040,-0.061,0.209,0.094,0.171,2.186,1.866,1.826,2.117
2020-02-12,0.113,2.500,0.500,-3.027,2.179,2.624,-0.165,0.503,0.660,0.703,-0.116,0.969,1.382,1.428,0.641,1.267,1.326,1.440,-2.531,-1.861,-1.538,-1.026,-0.096,0.173,0.077,0.167,2.156,1.852,1.823,2.107
2020-02-11,0.638,1.829,-0.745,-2.609,-1.403,3.527,-0.274,0.555,0.689,0.707,-0.113,0.980,1.348,1.427,0.718,1.318,1.357,1.442,-2.548,-1.829,-1.504,-1.013,-0.140,0.110,0.052,0.159,2.059,1.840,1.820,2.084
2020-02-10,-1.636,1.750,1.250,-2.030,-3.927,4.249,-0.309,0.583,0.728,0.710,-0.055,0.915,1.326,1.438,0.815,1.383,1.365,1.457,-2.468,-1.829,-1.467,-1.005,0.014,0.154,0.073,0.168,1.940,1.814,1.820,2.077
2020-02-09,-1.875,2.692,0.625,-1.581,-3.654,2.285,-0.302,0.653,0.772,0.715,-0.011,0.863,1.308,1.449,0.918,1.358,1.356,1.459,-2.496,-1.828,-1.462,-1.000,0.181,0.226,0.128,0.187,1.863,1.773,1.810,2.060
2020-02-08,0.625,4.375,1.667,-3.078,-2.319,3.473,-0.239,0.708,0.802,0.728,-0.003,0.819,1.289,1.446,0.951,1.363,1.353,1.464,-2.427,-1.829,-1.463,-0.995,0.367,0.330,0.174,0.203,1.948,1.799,1.813,2.051
2020-02-07,-0.048,1.538,1.000,-3.034,-0.298,3.096,-0.228,0.726,0.826,0.727,-0.110,0.720,1.246,1.423,1.008,1.377,1.359,1.468,-2.323,-1.832,-1.437,-0.980,0.585,0.349,0.199,0.215,1.967,1.819,1.798,2.042
2020-02-06,-1.071,0.185,0.000,-2.575,1.975,0.513,-0.222,0.751,0.814,0.730,-0.122,0.670,1.231,1.430,1.022,1.402,1.346,1.470,-2.250,-1.860,-1.427,-0.969,0.748,0.354,0.202,0.216,1.930,1.838,1.795,2.031
2020-02-05,-1.389,-0.811,2.045,-1.205,2.701,-1.991,-0.141,0.780,0.811,0.745,-0.047,0.724,1.242,1.435,1.112,1.467,1.343,1.490,-2.261,-1.859,-1.424,-0.969,0.712,0.269,0.202,0.204,1.975,1.902,1.822,2.039
2020-02-04,1.327,-0.417,0.435,-2.305,2.797,0.270,-0.035,0.810,0.834,0.758,0.096,0.781,1.226,1.453,1.147,1.454,1.339,1.482,-2.312,-1.886,-1.425,-0.970,0.663,0.164,0.192,0.180,2.130,1.947,1.862,2.059
2020-02-03,0.082,-1.167,-2.429,-1.875,0.208,0.534,-0.098,0.770,0.833,0.747,0.195,0.790,1.241,1.452,1.245,1.445,1.363,1.480,-2.307,-1.878,-1.391,-0.956,0.533,0.090,0.171,0.154,2.189,1.951,1.882,2.055
2020-02-02,0.833,-0.946,-0.455,-2.360,0.266,2.663,-0.146,0.781,0.837,0.745,0.336,0.819,1.251,1.457,1.524,1.527,1.395,1.487,-2.319,-1.852,-1.355,-0.950,0.549,0.049,0.176,0.141,2.098,2.016,1.904,2.058
