Date,HUA_clinecenter,SBUX_clinecenter,TIK_clinecenter,HUA_brandwatch,SBUX_brandwatch,TIK_brandwatch,HUA_clinecenter_21D,HUA_clinecenter_50D,HUA_clinecenter_100D,HUA_clinecenter_200D,SBUX_clinecenter_21D,SBUX_clinecenter_50D,SBUX_clinecenter_100D,SBUX_clinecenter_200D,TIK_clinecenter_21D,TIK_clinecenter_50D,TIK_clinecenter_100D,TIK_clinecenter_200D,HUA_brandwatch_21D,HUA_brandwatch_50D,HUA_brandwatch_100D,HUA_brandwatch_200D,SBUX_brandwatch_21D,SBUX_brandwatch_50D,SBUX_brandwatch_100D,SBUX_brandwatch_200D,TIK_brandwatch_21D,TIK_brandwatch_50D,TIK_brandwatch_100D,TIK_brandwatch_200D
2020-02-01,2.500,-2.465,-1.667,-1.381,-1.431,2.891,-0.114,0.794,0.830,0.743,0.381,0.909,1.284,1.471,1.749,1.557,1.408,1.486,-2.338,-1.791,-1.348,-0.937,0.564,0.056,0.179,0.131,1.971,2.058,1.903,2.055
2020-01-31,0.733,-2.957,1.042,-2.097,-0.973,0.902,-0.293,0.768,0.829,0.735,0.538,1.025,1.314,1.493,1.979,1.645,1.456,1.488,-2.318,-1.797,-1.346,-0.932,0.608,0.126,0.189,0.132,1.946,2.092,1.886,2.053
2020-01-30,-0.034,-3.696,0.455,-2.855,-1.781,2.331,-0.271,0.743,0.843,0.739,0.808,1.154,1.366,1.511,1.850,1.640,1.462,1.488,-2.319,-1.797,-1.342,-0.923,0.580,0.150,0.182,0.139,2.006,2.109,1.888,2.061
2020-01-29,-0.058,-1.667,-0.238,-3.641,-0.284,1.808,-0.277,0.714,0.853,0.745,1.115,1.269,1.425,1.546,1.828,1.668,1.488,1.480,-2.307,-1.781,-1.321,-0.915,0.646,0.182,0.216,0.150,2.012,2.093,1.902,2.066
2020-01-28,-1.287,-1.146,1.486,-3.243,0.288,0.810,-0.183,0.743,0.851,0.755,1.313,1.295,1.461,1.561,1.958,1.711,1.517,1.484,-2.157,-1.714,-1.285,-0.903,0.629,0.176,0.264,0.157,2.088,2.077,1.913,2.057
2020-01-27,0.463,-2.222,1.304,-3.415,0.984,1.811,-0.037,0.730,0.885,0.770,1.452,1.355,1.512,1.574,1.967,1.665,1.529,1.485,-2.020,-1.650,-1.261,-0.899,0.676,0.131,0.308,0.161,2.012,2.115,1.924,2.049
2020-01-26,0.385,1.500,3.462,-3.862,0.890,4.022,-0.012,0.706,0.873,0.787,1.717,1.485,1.566,1.596,1.976,1.723,1.531,1.479,-1.841,-1.584,-1.240,-0.897,0.629,0.104,0.306,0.157,2.134,2.151,1.925,2.049
2020-01-25,-1.061,-3.312,2.917,-2.691,0.713,3.350,0.108,0.718,0.878,0.792,1.752,1.478,1.589,1.598,1.931,1.687,1.510,1.479,-1.720,-1.452,-1.207,-0.879,0.564,0.099,0.288,0.150,2.139,2.122,1.902,2.041
2020-01-24,0.156,0.106,-0.385,-2.724,0.388,4.466,0.331,0.745,0.893,0.796,1.958,1.594,1.637,1.627,1.834,1.605,1.483,1.464,-1.624,-1.432,-1.190,-0.871,0.560,0.097,0.300,0.151,2.132,2.108,1.865,2.036
2020-01-23,-2.863,1.905,1.200,-1.565,0.665,1.646,0.385,0.737,0.901,0.789,2.065,1.648,1.649,1.637,1.845,1.629,1.506,1.476,-1.504,-1.423,-1.149,-0.867,0.523,0.100,0.298,0.155,2.086,2.054,1.828,2.032
2020-01-22,-2.165,2.551,2.115,-3.377,1.261,0.580,0.648,0.789,0.926,0.791,1.868,1.623,1.618,1.644,1.806,1.603,1.506,1.487,-1.527,-1.424,-1.137,-0.870,0.476,0.091,0.287,0.157,2.082,2.043,1.849,2.043
2020-01-21,-0.116,3.049,1.286,-0.929,1.815,1.028,0.808,0.839,0.933,0.790,1.717,1.624,1.559,1.635,1.805,1.573,1.492,1.488,-1.343,-1.414,-1.107,-0.860,0.413,0.041,0.265,0.152,2.035,2.052,1.879,2.059
2020-01-20,-1.475,2.667,3.421,-2.615,-0.416,2.631,0.829,0.805,0.953,0.789,1.617,1.599,1.518,1.632,1.883,1.533,1.487,1.485,-1.314,-1.408,-1.113,-0.862,0.305,0.022,0.246,0.143,1.855,2.056,1.880,2.072
2020-01-19,-0.556,2.857,1.316,-0.143,0.249,4.068,1.038,0.862,0.974,0.802,1.579,1.572,1.495,1.639,1.720,1.515,1.448,1.455,-1.231,-1.373,-1.112,-0.858,0.327,0.018,0.258,0.143,1.679,2.025,1.878,2.075
2020-01-18,0.862,2.143,2.857,-0.894,2.266,3.884,1.196,0.875,0.975,0.808,1.595,1.489,1.463,1.637,1.657,1.528,1.455,1.457,-1.164,-1.403,-1.126,-0.854,0.218,-0.016,0.276,0.144,1.593,1.962,1.870,2.069
2020-01-17,0.079,1.271,1.286,-1.488,3.117,2.303,1.235,0.861,0.954,0.810,1.618,1.471,1.468,1.642,1.588,1.449,1.430,1.449,-1.200,-1.391,-1.133,-0.864,0.075,-0.059,0.278,0.132,1.471,1.895,1.878,2.061
2020-01-16,0.625,1.768,1.897,-2.825,1.236,1.469,1.289,0.898,0.937,0.818,1.645,1.462,1.467,1.646,1.651,1.399,1.452,1.447,-1.267,-1.316,-1.126,-0.864,0.010,-0.111,0.266,0.115,1.493,1.878,1.904,2.062
2020-01-15,0.842,2.188,2.778,-2.267,1.659,1.268,1.394,0.927,0.915,0.820,1.533,1.473,1.443,1.653,1.660,1.339,1.441,1.434,-1.267,-1.262,-1.109,-0.853,0.074,-0.154,0.264,0.106,1.417,1.822,1.933,2.075
2020-01-14,0.000,1.667,2.500,-2.202,0.083,1.501,1.453,0.952,0.925,0.812,1.543,1.484,1.427,1.652,1.567,1.344,1.437,1.424,-1.207,-1.245,-1.088,-0.833,-0.025,-0.182,0.268,0.091,1.434,1.778,1.937,2.091
2020-01-13,-0.926,1.800,3.421,-2.129,0.540,-1.364,1.582,0.990,0.952,0.808,1.608,1.518,1.418,1.644,1.593,1.369,1.436,1.401,-1.172,-1.245,-1.085,-0.826,-0.076,-0.178,0.276,0.086,1.457,1.716,1.940,2.102
2020-01-12,1.500,0.000,4.286,-2.763,0.567,-0.019,1.723,0.992,0.952,0.806,1.455,1.527,1.426,1.651,1.549,1.372,1.410,1.389,-1.193,-1.235,-1.067,-0.822,-0.062,-0.186,0.272,0.090,1.629,1.681,1.972,2.122
2020-01-10,-1.250,0.833,3.148,-0.954,-0.495,2.361,1.741,0.942,0.953,0.799,1.415,1.574,1.448,1.659,1.345,1.299,1.359,1.351,-1.157,-1.224,-1.041,-0.813,-0.106,-0.203,0.278,0.099,1.735,1.688,1.994,2.138
2020-01-09,1.190,2.714,-1.667,-2.123,-1.561,2.171,1.842,1.002,0.980,0.807,1.398,1.616,1.451,1.667,1.237,1.272,1.324,1.344,-1.188,-1.258,-1.038,-0.811,-0.009,-0.207,0.292,0.103,1.793,1.660,1.976,2.143
2020-01-08,-0.161,2.742,0.000,-2.592,-0.392,2.468,1.858,0.984,0.963,0.808,1.241,1.606,1.421,1.671,1.430,1.374,1.384,1.369,-1.242,-1.222,-1.016,-0.806,0.001,-0.169,0.304,0.108,1.903,1.661,1.979,2.142
2020-01-07,1.923,2.500,2.500,-0.504,-0.642,3.388,1.924,0.997,0.988,0.807,1.065,1.587,1.402,1.668,1.536,1.425,1.414,1.375,-1.328,-1.173,-0.975,-0.804,0.017,-0.156,0.315,0.111,1.976,1.623,2.000,2.139
2020-01-06,1.765,1.774,1.667,-0.367,1.267,-0.784,1.850,0.934,0.964,0.805,1.082,1.601,1.377,1.652,1.573,1.396,1.372,1.363,-1.424,-1.194,-0.950,-0.813,-0.060,-0.130,0.337,0.118,1.994,1.588,2.013,2.135
2020-01-05,1.000,3.333,1.500,0.349,0.000,4.370,1.771,0.883,0.937,0.800,1.097,1.640,1.375,1.637,1.560,1.428,1.384,1.359,-1.528,-1.186,-0.935,-0.814,-0.242,-0.162,0.331,0.117,2.042,1.679,2.063,2.150
2020-01-04,2.895,2.241,2.500,-1.322,-0.483,4.138,1.692,0.906,0.929,0.795,0.938,1.593,1.366,1.637,1.488,1.458,1.381,1.360,-1.636,-1.207,-0.937,-0.824,-0.285,-0.201,0.310,0.115,1.856,1.685,2.050,2.142
2020-01-03,3.621,1.000,0.897,-0.672,0.646,3.208,1.584,0.873,0.907,0.775,0.844,1.589,1.368,1.644,1.449,1.469,1.356,1.356,-1.600,-1.182,-0.927,-0.818,-0.350,-0.172,0.301,0.122,1.840,1.697,2.031,2.137
2020-01-02,1.286,2.356,-0.172,-0.192,-0.389,3.486,1.482,0.842,0.880,0.748,0.967,1.615,1.387,1.651,1.457,1.506,1.382,1.346,-1.537,-1.191,-0.925,-0.817,-0.352,-0.161,0.294,0.126,1.914,1.687,2.034,2.135
2020-01-01,2.667,-2.222,0.385,-2.056,-0.327,1.573,1.477,0.849,0.865,0.744,1.013,1.607,1.375,1.653,1.593,1.512,1.413,1.358,-1.606,-1.207,-0.923,-0.814,-0.233,-0.116,0.309,0.134,1.968,1.686,2.031,2.120
2019-12-31,1.197,-0.625,2.105,0.476,-0.060,-0.418,1.327,0.837,0.843,0.723,1.286,1.700,1.415,1.682,1.612,1.533,1.439,1.369,-1.610,-1.194,-0.906,-0.813,-0.207,-0.095,0.313,0.139,1.975,1.736,2.022,2.124
2019-12-30,0.316,0.952,2.917,-0.306,-0.470,-2.739,1.199,0.849,0.868,0.719,1.414,1.785,1.460,1.696,1.600,1.518,1.426,1.377,-1.730,-1.263,-0.908,-0.826,-0.213,-0.099,0.293,0.143,2.069,1.767,2.021,2.141
2019-12-29,2.917,1.875,0.000,-0.877,0.066,-1.063,1.250,0.901,0.874,0.716,1.350,1.775,1.479,1.696,1.553,1.445,1.411,1.371,-1.728,-1.303,-0.908,-0.834,-0.220,-0.067,0.284,0.149,2.247,1.799,2.063,2.171
2019-12-28,2.778,3.182,0.000,1.263,-2.055,2.246,1.018,0.914,0.867,0.704,1.351,1.798,1.499,1.698,1.515,1.465,1.411,1.371,-1.689,-1.284,-0.884,-0.840,-0.316,-0.068,0.290,0.151,2.426,1.819,2.103,2.191
2019-12-27,1.667,2.619,1.400,-1.645,-0.733,1.334,0.852,0.853,0.858,0.696,1.401,1.737,1.505,1.698,1.714,1.476,1.424,1.374,-1.754,-1.313,-0.893,-0.857,-0.235,-0.013,0.320,0.166,2.491,1.786,2.113,2.198
2019-12-26,1.222,1.842,2.619,-2.907,1.761,2.768,0.818,0.852,0.861,0.684,1.332,1.735,1.505,1.696,1.727,1.451,1.395,1.378,-1.545,-1.283,-0.867,-0.858,-0.170,0.023,0.331,0.172,2.551,1.777,2.129,2.210
2019-12-25,2.826,-0.574,2.083,-2.826,2.571,-0.137,0.775,0.855,0.864,0.673,1.363,1.766,1.496,1.703,1.547,1.399,1.408,1.373,-1.488,-1.227,-0.836,-0.855,-0.225,0.015,0.321,0.168,2.545,1.738,2.144,2.218
2019-12-24,2.073,2.385,0.814,-0.993,-0.415,1.619,0.627,0.808,0.844,0.658,1.523,1.844,1.514,1.716,1.486,1.357,1.387,1.381,-1.462,-1.204,-0.804,-0.851,-0.321,-0.021,0.297,0.161,2.634,1.786,2.158,2.242
2019-12-23,2.708,3.049,3.056,-1.462,-0.988,1.988,0.517,0.817,0.841,0.651,1.440,1.795,1.520,1.705,1.443,1.386,1.407,1.380,-1.491,-1.216,-0.790,-0.852,-0.290,-0.019,0.305,0.152,2.609,1.794,2.141,2.258
2019-12-22,2.037,-1.429,2.500,-2.587,0.820,2.250,0.404,0.824,0.835,0.638,1.419,1.715,1.495,1.696,1.326,1.397,1.404,1.381,-1.560,-1.179,-0.771,-0.853,-0.302,-0.006,0.315,0.149,2.564,1.801,2.132,2.265
2019-12-21,1.875,-0.833,0.000,-2.000,-0.345,2.198,0.219,0.873,0.835,0.623,1.573,1.736,1.531,1.711,1.173,1.347,1.411,1.375,-1.465,-1.105,-0.750,-0.850,-0.301,-0.008,0.305,0.148,2.515,1.825,2.144,2.258
2019-12-20,0.870,0.484,0.882,-1.602,1.535,3.593,0.197,0.891,0.837,0.608,1.676,1.753,1.558,1.733,1.292,1.354,1.441,1.370,-1.412,-1.096,-0.734,-0.854,-0.315,0.031,0.312,0.156,2.462,1.846,2.155,2.267
2019-12-19,1.538,-0.600,2.368,-3.266,-1.344,4.485,0.160,0.896,0.835,0.598,1.590,1.759,1.577,1.744,1.345,1.343,1.454,1.371,-1.413,-1.098,-0.703,-0.852,-0.457,0.018,0.296,0.153,2.334,1.826,2.158,2.267
2019-12-18,1.226,-0.938,2.241,-4.385,-0.056,4.000,0.094,0.925,0.822,0.594,1.678,1.771,1.617,1.755,1.180,1.341,1.466,1.373,-1.272,-1.042,-0.671,-0.839,-0.386,0.048,0.314,0.163,2.147,1.776,2.149,2.264
2019-12-17,0.370,2.857,3.261,-2.529,-2.263,3.754,0.127,0.877,0.810,0.587,1.762,1.792,1.629,1.769,1.014,1.290,1.438,1.380,-0.956,-0.995,-0.650,-0.827,-0.359,0.050,0.307,0.180,2.027,1.752,2.100,2.266
2019-12-16,0.102,2.073,1.400,-2.556,-2.546,0.234,0.208,0.842,0.802,0.582,1.736,1.761,1.603,1.761,0.809,1.219,1.438,1.378,-0.841,-0.990,-0.658,-0.818,-0.296,0.135,0.323,0.204,1.783,1.741,2.081,2.271
2019-12-15,-0.667,0.000,0.000,-1.914,-0.912,0.455,0.304,0.858,0.818,0.580,1.770,1.670,1.556,1.755,0.885,1.224,1.407,1.363,-0.787,-0.964,-0.654,-0.811,-0.163,0.220,0.353,0.208,1.728,1.777,2.092,2.290
2019-12-14,0.625,0.278,1.667,-0.563,-1.848,3.808,0.425,0.896,0.820,0.576,1.929,1.693,1.529,1.760,1.063,1.280,1.437,1.358,-0.802,-0.904,-0.643,-0.810,-0.105,0.253,0.361,0.209,1.631,1.814,2.123,2.306
2019-12-13,1.481,3.571,1.061,0.648,0.601,4.767,0.357,0.892,0.821,0.569,2.024,1.683,1.545,1.765,1.154,1.263,1.447,1.362,-0.851,-0.858,-0.641,-0.809,-0.010,0.303,0.387,0.219,1.300,1.793,2.126,2.304
2019-12-12,1.182,3.333,2.692,-1.646,2.109,4.609,0.238,0.866,0.813,0.567,1.965,1.660,1.544,1.751,1.133,1.260,1.450,1.374,-0.987,-0.905,-0.656,-0.820,-0.052,0.302,0.401,0.218,1.089,1.748,2.110,2.299
2019-12-11,-0.484,3.500,0.789,-2.128,0.221,1.721,0.266,0.889,0.819,0.572,1.946,1.604,1.522,1.745,1.091,1.268,1.461,1.378,-1.036,-0.896,-0.652,-0.816,-0.185,0.251,0.391,0.223,0.916,1.680,2.083,2.295
2019-12-10,-1.486,2.073,1.857,-2.057,-0.175,1.561,0.302,0.943,0.827,0.567,1.885,1.578,1.521,1.733,1.218,1.284,1.436,1.379,-0.950,-0.887,-0.647,-0.814,-0.181,0.213,0.397,0.233,0.941,1.668,2.096,2.306
2019-12-09,1.400,-0.405,1.923,-0.254,-0.622,0.997,0.395,0.991,0.862,0.566,1.871,1.580,1.543,1.737,1.252,1.308,1.434,1.361,-0.858,-0.861,-0.636,-0.817,-0.159,0.250,0.401,0.253,0.893,1.710,2.106,2.320
2019-12-08,-1.957,1.897,-0.789,-0.064,-1.942,2.689,0.271,0.958,0.860,0.552,2.044,1.628,1.565,1.755,1.210,1.324,1.419,1.360,-0.919,-0.857,-0.630,-0.827,-0.098,0.352,0.414,0.258,0.924,1.749,2.119,2.336
2019-12-07,-0.714,4.231,4.167,-0.108,-0.360,3.620,0.328,1.040,0.886,0.557,2.129,1.668,1.579,1.754,1.401,1.393,1.434,1.368,-0.915,-0.873,-0.644,-0.833,-0.021,0.484,0.458,0.263,0.974,1.734,2.113,2.335
2019-12-06,0.957,1.176,1.667,2.758,0.619,2.586,0.464,1.039,0.887,0.565,1.976,1.648,1.564,1.746,1.346,1.340,1.402,1.347,-0.944,-0.897,-0.656,-0.837,-0.097,0.508,0.467,0.271,1.023,1.699,2.113,2.332
2019-12-05,0.304,2.500,-1.154,-1.716,0.613,2.656,0.477,1.037,0.876,0.556,2.016,1.700,1.548,1.753,1.413,1.333,1.393,1.350,-1.078,-0.963,-0.691,-0.858,-0.082,0.478,0.464,0.264,1.127,1.682,2.110,2.325
2019-12-04,-0.276,2.778,0.806,-2.279,0.549,1.727,0.561,1.041,0.875,0.547,2.008,1.680,1.547,1.754,1.598,1.362,1.433,1.360,-1.051,-0.947,-0.679,-0.859,-0.052,0.502,0.467,0.254,1.129,1.622,2.101,2.320
2019-12-03,-0.225,0.652,-0.091,-1.603,0.238,1.093,0.653,1.065,0.892,0.547,1.967,1.651,1.561,1.753,1.567,1.383,1.432,1.350,-0.989,-0.876,-0.677,-0.862,0.009,0.495,0.461,0.252,1.211,1.603,2.120,2.317
2019-12-02,0.333,2.609,0.600,-2.909,-1.240,1.044,0.760,1.063,0.904,0.552,2.052,1.613,1.563,1.761,1.637,1.408,1.458,1.356,-0.979,-0.850,-0.673,-0.851,0.031,0.483,0.441,0.256,1.353,1.655,2.148,2.323
2019-12-01,-1.852,1.800,-0.714,-0.599,0.855,1.227,0.832,1.026,0.888,0.546,2.101,1.494,1.562,1.754,1.674,1.410,1.469,1.343,-0.984,-0.800,-0.661,-0.839,0.079,0.488,0.433,0.271,1.356,1.706,2.164,2.327
2019-11-30,1.400,1.333,2.500,-0.890,-0.643,1.069,1.058,1.101,0.925,0.555,2.037,1.438,1.557,1.755,1.674,1.441,1.503,1.346,-1.063,-0.819,-0.674,-0.838,0.093,0.471,0.404,0.270,1.243,1.704,2.168,2.322
2019-11-29,0.098,-1.327,2.000,-1.607,-1.445,0.918,1.162,1.085,0.910,0.539,2.117,1.418,1.567,1.758,1.602,1.382,1.490,1.346,-1.019,-0.851,-0.679,-0.831,0.123,0.498,0.402,0.279,1.190,1.731,2.167,2.311
2019-11-28,0.156,1.250,-1.111,-0.302,0.139,0.545,1.144,1.075,0.913,0.534,2.186,1.438,1.600,1.779,1.534,1.382,1.494,1.342,-0.950,-0.850,-0.664,-0.822,0.227,0.568,0.425,0.288,1.174,1.778,2.169,2.306
2019-11-27,1.923,0.833,-1.230,2.239,0.509,1.482,1.213,1.047,0.939,0.535,2.248,1.465,1.620,1.787,1.593,1.412,1.505,1.359,-0.942,-0.875,-0.657,-0.821,0.271,0.614,0.420,0.280,1.190,1.861,2.170,2.319
2019-11-26,2.067,2.308,-1.061,-0.112,-0.932,-1.357,1.186,0.976,0.920,0.527,2.369,1.472,1.635,1.795,1.652,1.506,1.531,1.371,-1.054,-0.936,-0.680,-0.834,0.310,0.644,0.413,0.270,1.159,1.930,2.174,2.320
2019-11-25,2.119,2.778,3.000,-1.422,0.252,-0.932,1.111,0.903,0.896,0.524,2.418,1.413,1.632,1.793,1.702,1.544,1.571,1.378,-1.129,-0.956,-0.680,-0.840,0.392,0.682,0.419,0.272,1.331,2.044,2.226,2.343
2019-11-24,1.875,3.333,3.750,-2.218,0.301,-1.581,1.130,0.898,0.873,0.521,2.282,1.370,1.620,1.787,1.666,1.530,1.581,1.363,-1.136,-0.930,-0.671,-0.850,0.365,0.717,0.413,0.273,1.472,2.097,2.259,2.365
2019-11-23,-0.800,2.273,3.571,-1.598,0.140,-3.131,1.186,0.914,0.852,0.521,2.079,1.318,1.598,1.773,1.661,1.503,1.560,1.330,-1.013,-0.924,-0.659,-0.856,0.335,0.731,0.414,0.271,1.659,2.163,2.305,2.383
2019-11-22,-1.031,2.333,0.625,-2.211,-0.270,0.323,1.438,0.912,0.867,0.530,1.952,1.326,1.598,1.764,1.491,1.449,1.556,1.330,-0.885,-0.899,-0.639,-0.834,0.361,0.730,0.421,0.258,1.973,2.264,2.356,2.413
2019-11-21,1.782,2.941,1.800,-2.667,-0.701,0.980,1.619,0.964,0.886,0.535,1.841,1.323,1.575,1.768,1.477,1.420,1.520,1.337,-0.852,-0.858,-0.613,-0.812,0.450,0.760,0.419,0.245,2.112,2.301,2.342,2.405
2019-11-20,0.263,2.222,3.462,-0.323,0.315,2.235,1.588,0.957,0.867,0.536,1.739,1.286,1.567,1.770,1.407,1.377,1.521,1.333,-0.807,-0.818,-0.560,-0.797,0.526,0.792,0.391,0.242,2.189,2.292,2.334,2.409
2019-11-19,0.476,1.786,2.561,-0.127,0.296,0.558,1.718,0.942,0.859,0.547,1.634,1.235,1.540,1.772,1.350,1.393,1.500,1.331,-0.814,-0.811,-0.550,-0.790,0.520,0.776,0.352,0.228,2.177,2.297,2.330,2.412
2019-11-18,-1.202,3.214,1.042,-1.547,0.651,1.643,1.640,0.979,0.878,0.553,1.554,1.218,1.542,1.778,1.214,1.402,1.493,1.325,-0.905,-0.778,-0.520,-0.796,0.506,0.786,0.351,0.223,2.284,2.376,2.342,2.425
2019-11-17,-0.769,3.696,3.235,0.029,-0.318,3.755,1.632,0.994,0.907,0.562,1.463,1.153,1.483,1.779,1.151,1.348,1.488,1.322,-0.940,-0.706,-0.511,-0.803,0.571,0.804,0.345,0.222,2.358,2.437,2.352,2.432
2019-11-16,2.143,1.000,3.000,-0.724,-1.973,4.644,1.711,0.990,0.930,0.557,1.168,1.110,1.437,1.767,1.076,1.341,1.478,1.317,-1.002,-0.685,-0.521,-0.807,0.667,0.824,0.347,0.226,2.275,2.446,2.327,2.425
2019-11-15,1.230,2.021,3.077,-0.050,0.948,4.771,1.668,0.952,0.903,0.552,1.175,1.140,1.458,1.772,1.066,1.304,1.485,1.302,-0.914,-0.667,-0.527,-0.799,0.795,0.820,0.369,0.242,2.163,2.415,2.286,2.416
2019-11-14,2.067,2.333,2.742,-1.146,1.235,2.694,1.630,0.941,0.897,0.556,1.069,1.146,1.448,1.770,0.958,1.243,1.465,1.302,-0.830,-0.672,-0.528,-0.790,0.782,0.775,0.352,0.234,2.068,2.365,2.260,2.416
2019-11-13,1.667,1.909,0.143,-0.990,1.829,3.455,1.540,0.918,0.884,0.540,1.072,1.158,1.448,1.769,0.870,1.257,1.432,1.298,-0.855,-0.658,-0.522,-0.786,0.748,0.748,0.319,0.224,2.061,2.380,2.260,2.426
2019-11-12,2.021,2.442,1.393,-1.393,0.710,4.072,1.572,0.881,0.867,0.538,1.007,1.143,1.451,1.768,1.012,1.314,1.432,1.293,-0.864,-0.639,-0.519,-0.774,0.641,0.734,0.274,0.216,1.954,2.376,2.261,2.433
2019-11-11,1.842,3.649,1.364,-3.001,-0.243,1.116,1.580,0.850,0.849,0.536,0.997,1.131,1.452,1.764,1.020,1.346,1.413,1.290,-0.880,-0.618,-0.512,-0.766,0.528,0.721,0.267,0.224,1.812,2.307,2.263,2.416
2019-11-10,2.895,0.455,-0.714,-2.260,1.156,-1.156,1.536,0.887,0.834,0.535,0.925,1.134,1.444,1.757,1.101,1.333,1.421,1.296,-0.771,-0.553,-0.496,-0.748,0.620,0.686,0.256,0.228,1.933,2.275,2.282,2.410
2019-11-09,3.571,3.000,1.000,0.038,-0.024,-0.042,1.387,0.847,0.820,0.532,0.999,1.182,1.470,1.774,1.265,1.378,1.453,1.308,-0.668,-0.514,-0.488,-0.738,0.776,0.634,0.239,0.226,2.129,2.328,2.312,2.424
2019-11-08,-0.278,0.128,0.556,-0.163,0.737,0.588,1.319,0.821,0.789,0.509,1.041,1.199,1.449,1.765,1.344,1.358,1.477,1.305,-0.709,-0.484,-0.501,-0.742,1.000,0.648,0.254,0.239,2.223,2.388,2.332,2.426
2019-11-07,1.602,2.547,0.143,-0.137,1.064,0.875,1.295,0.862,0.801,0.501,1.189,1.274,1.448,1.774,1.390,1.371,1.491,1.310,-0.765,-0.474,-0.506,-0.749,1.005,0.653,0.259,0.247,2.284,2.440,2.367,2.433
2019-11-06,1.364,3.382,0.000,-0.113,1.342,0.835,1.260,0.870,0.813,0.496,1.248,1.274,1.450,1.768,1.444,1.339,1.512,1.313,-0.784,-0.451,-0.519,-0.747,0.911,0.638,0.258,0.242,2.326,2.482,2.401,2.449
2019-11-05,0.495,3.333,0.000,-1.681,0.795,2.259,1.218,0.874,0.798,0.490,1.157,1.225,1.436,1.757,1.458,1.417,1.531,1.313,-0.822,-0.445,-0.538,-0.743,0.935,0.627,0.250,0.239,2.270,2.549,2.428,2.466
2019-11-04,2.521,-0.068,2.241,-1.578,-0.320,2.026,1.238,0.881,0.780,0.487,1.062,1.184,1.435,1.745,1.547,1.417,1.546,1.313,-0.681,-0.403,-0.522,-0.731,0.907,0.615,0.247,0.239,2.198,2.531,2.408,2.476
2019-11-03,3.056,-0.938,3.636,0.366,-0.334,2.349,1.102,0.865,0.747,0.476,1.006,1.245,1.473,1.759,1.497,1.428,1.554,1.299,-0.622,-0.365,-0.514,-0.728,0.904,0.629,0.257,0.238,2.278,2.489,2.391,2.487
2019-11-02,4.474,-0.385,0.000,1.103,0.687,3.450,0.885,0.847,0.725,0.461,0.892,1.274,1.506,1.777,1.358,1.412,1.526,1.277,-0.657,-0.364,-0.523,-0.736,0.873,0.636,0.267,0.237,2.337,2.462,2.348,2.496
2019-11-01,2.789,0.000,0.333,-1.535,1.602,3.245,0.763,0.797,0.692,0.443,0.863,1.326,1.550,1.785,1.397,1.475,1.548,1.282,-0.784,-0.396,-0.543,-0.741,0.840,0.619,0.262,0.229,2.228,2.462,2.334,2.500
2019-10-31,1.119,0.802,0.333,-1.721,0.892,2.590,0.659,0.784,0.659,0.433,0.878,1.363,1.590,1.790,1.360,1.529,1.562,1.286,-0.830,-0.373,-0.538,-0.733,0.797,0.593,0.245,0.216,2.187,2.463,2.310,2.505
2019-10-30,3.000,0.000,2.273,-0.474,0.183,1.984,0.586,0.774,0.654,0.433,0.826,1.394,1.603,1.796,1.439,1.565,1.575,1.285,-0.822,-0.308,-0.527,-0.727,0.852,0.575,0.231,0.211,2.219,2.490,2.290,2.498
2019-10-29,-1.173,0.106,-0.294,-2.024,0.011,2.815,0.385,0.719,0.628,0.423,0.948,1.462,1.600,1.806,1.348,1.591,1.577,1.275,-0.873,-0.300,-0.522,-0.728,0.960,0.580,0.231,0.208,2.349,2.522,2.286,2.495
2019-10-28,-1.364,1.304,-0.294,-2.281,2.004,3.194,0.363,0.742,0.646,0.432,1.001,1.465,1.628,1.819,1.527,1.585,1.594,1.274,-0.815,-0.305,-0.511,-0.723,1.055,0.564,0.231,0.210,2.449,2.448,2.268,2.476
2019-10-27,0.882,-2.500,1.667,-1.269,1.711,2.003,0.352,0.761,0.679,0.443,0.908,1.444,1.627,1.826,1.581,1.656,1.636,1.273,-0.761,-0.327,-0.513,-0.717,1.007,0.512,0.205,0.201,2.504,2.421,2.257,2.456
2019-10-26,1.250,1.154,2.778,1.108,0.702,2.296,0.399,0.777,0.683,0.435,1.056,1.443,1.680,1.847,1.613,1.589,1.625,1.256,-0.706,-0.343,-0.515,-0.721,1.021,0.486,0.168,0.203,2.490,2.408,2.256,2.450
2019-10-25,0.429,-0.205,0.814,1.723,0.689,2.776,0.466,0.743,0.661,0.426,1.035,1.365,1.663,1.850,1.595,1.594,1.597,1.234,-0.848,-0.382,-0.522,-0.737,1.034,0.469,0.137,0.210,2.463,2.432,2.228,2.442
2019-10-24,0.179,2.391,0.890,-1.678,0.520,2.547,0.404,0.749,0.653,0.425,1.173,1.408,1.663,1.862,1.596,1.631,1.579,1.230,-0.948,-0.423,-0.546,-0.756,1.007,0.470,0.106,0.212,2.421,2.460,2.211,2.443
2019-10-23,2.333,0.556,3.125,-1.184,-0.418,1.204,0.470,0.760,0.655,0.425,1.162,1.428,1.657,1.860,1.515,1.641,1.563,1.225,-0.876,-0.408,-0.525,-0.758,1.039,0.499,0.083,0.215,2.404,2.471,2.206,2.446
